1,0,"""longitude""","""latitude""
"
1,206,-118.07708407775998,"33.81583915372511
"
1,207,-118.11736010649769,"33.903987559141235
"
1,208,-118.17575242474888,"33.98042437149713
"
1,209,-118.16103409480468,"33.94239135716377
"
1,210,-117.86189162841332,"33.928605350655474
"
1,211,-117.97971332238008,"33.8461399127758
"
1,212,-118.11968367871026,"33.936157819291516
"
1,213,-118.14294753873584,"33.902255638736484
"
1,214,-118.21125227865743,"33.843995649791886
"
1,215,-118.10690987035566,"33.966502265336516
"
1,216,-118.19891646424485,"33.91055168727613
"
1,217,-118.16739966500194,"33.91329503140854
"
1,218,-118.0464585803088,"33.88054155316817
"
1,219,-117.95642648712693,"33.976238863326735
"
1,220,-118.04090647596088,"33.88312924286304
"
1,221,-118.04460763860527,"33.9642016202239
"
1,222,-118.02096128334388,"33.85504952636614
"
1,223,-117.86196631416594,"33.837574727963776
"
1,224,-118.11480778207168,"33.93640793358655
"
1,225,-118.13232761496819,"33.94310433785227
"
1,226,-118.17553206407673,"33.79292996229169
"
1,227,-118.1494500712059,"33.95441147243576
"
1,228,-117.86125921975174,"33.86673701071195
"
1,229,-117.96788023455473,"33.80388808870762
"
1,230,-117.86788534377462,"33.91002898758917
"
1,231,-118.18878949035744,"33.98738701152977
"
1,232,-117.98176962971282,"33.94023395479646
"
1,233,-118.05574840043269,"33.85557237257017
"
1,234,-117.89189571165436,"33.94328800239927
"
1,235,-117.94872217842742,"33.812638558717495
"
1,236,-117.88573163150429,"33.95565061704841
"
1,237,-117.90172118229987,"33.79794239417032
"
1,238,-118.06068517440339,"33.801693054941595
"
1,239,-117.9673861577559,"33.81964794135755
"
1,240,-118.0718257774714,"33.94922002208717
"
1,241,-118.15082354347238,"33.81418567748834
"
1,242,-118.11733101818915,"33.90911185181712
"
1,243,-118.006984707504,"34.000122304032935
"
1,244,-118.20434089568882,"33.97865513898606
"
1,245,-118.15489094285276,"33.91878823681075
"
1,246,-118.14763222653737,"33.88659816075063
"
1,247,-118.1283167022179,"33.82704046297343
"
1,248,-117.91392145805278,"33.8958055158953
"
1,249,-117.88523995310804,"33.877540549875114
"
1,250,-117.85955025987919,"33.95266101291
"
1,251,-118.182505039757,"33.90393683979897
"
1,252,-118.16340344835521,"33.904825480509814
"
1,253,-118.06879917873925,"33.80675216147165
"
1,254,-117.96374182889826,"33.8894785283618
"
1,255,-118.03107056153162,"33.84095217298673
"
1,256,-117.87593042656259,"33.970832956960336
"
1,257,-118.1135974752314,"33.854388099783385
"
1,258,-117.92764786846568,"33.914995848650435
"
1,259,-118.20684300923978,"33.94662446194207
"
1,260,-118.12072215703732,"33.89305545959917
"
1,261,-118.15471017019587,"33.91146638042667
"
1,262,-117.90458557807311,"33.82501845139407
"
1,263,-118.0014630902656,"33.84597393424761
"
1,264,-118.09344344370504,"33.860549400849266
"
1,265,-117.98274092421532,"33.80161384123559
"
1,266,-118.08704410889847,"33.90071603169897
"
1,267,-117.96806615197467,"33.85237875454183
"
1,268,-117.94619847821967,"33.96350667733943
"
1,269,-117.91215629147594,"33.974887032734266
"
1,270,-118.08688701004296,"33.798576734805955
"
1,271,-118.1856616176037,"33.9875045497662
"
1,272,-118.07603015837235,"33.86911690632339
"
1,273,-117.91518908807264,"33.940964994179495
"
1,274,-118.07649427596475,"33.8712687479654
"
1,275,-117.90836892292268,"33.99006625252664
"
1,276,-118.04126004723014,"33.79933904625054
"
1,277,-118.03102093856681,"33.98010792429783
"
1,278,-117.933641429727,"33.895194473869694
"
1,279,-118.16028969970799,"33.9607975313395
"
1,280,-117.99948550568027,"33.975987503599825
"
1,281,-118.06256257718852,"33.99911169411878
"
1,282,-117.93798065428626,"33.78881513370918
"
1,283,-117.90188366274441,"33.986781187985656
"
1,284,-118.04109619325276,"33.877848123763755
"
1,285,-118.05765962184446,"33.9730148126261
"
1,286,-118.01059678668697,"33.84878662187845
"
1,287,-117.92376603746915,"33.97716619585214
"
1,288,-117.9420909304202,"34.00647147125933
"
1,289,-118.17021185196288,"33.875997483533
"
1,290,-118.02652652326702,"33.9005983604362
"
1,291,-118.01004174614184,"33.90920747762705
"
1,292,-117.9185474723481,"33.99661736626723
"
1,293,-118.02875351273211,"33.91785999990123
"
1,294,-118.0983811856283,"33.841635489633234
"
1,295,-118.20309339571725,"33.85865328126716
"
1,296,-118.20198958828472,"33.78764544608083
"
1,297,-118.1229746022811,"33.93399908425793
"
1,298,-117.94939912063778,"33.78758828815485
"
1,299,-118.17304802598731,"33.97967282627865
"
1,300,-118.04301414350257,"33.993744293663454
"
1,301,-118.00192875013164,"33.93624542872667
"
1,302,-118.09222443359756,"33.91657554890011
"
1,303,-117.87957999427238,"34.00807743003467
"
1,304,-118.20765730074908,"33.82792042715294
"
1,305,-117.9739977252557,"33.9923493746217
"
1,306,-118.06900049405391,"33.87719717953425
"
1,307,-117.8892563593211,"34.00234736142167
"
1,308,-117.96986495004184,"33.98896342374042
"
1,309,-118.01983988096877,"33.86581459793525
"
1,310,-117.89415400034225,"33.82196840648403
"
1,311,-118.08291261128205,"33.99247307719044
"
1,312,-118.07418973176223,"33.94450141750877
"
1,313,-118.20050057406775,"33.94469639393407
"
1,314,-118.16827942932785,"33.868417657840475
"
1,315,-117.92547905267962,"33.861366638278376
"
1,316,-118.07024923470797,"33.89604565183308
"
1,317,-117.97554586509492,"33.89707678953546
"
1,318,-118.04267530132613,"33.90885053018963
"
1,319,-118.19137904692914,"33.816476196153396
"
1,320,-117.97007664866966,"33.7995169706148
"
1,321,-118.04525620920504,"33.920449308268104
"
1,322,-118.06438390638048,"33.872875388270025
"
1,323,-118.04068818323597,"33.817571065946765
"
1,324,-118.07698446426868,"33.879034014764365
"
1,325,-117.90680050896005,"33.810483569075885
"
1,326,-118.1048723020084,"33.92074128207216
"
1,327,-117.8702646344642,"33.88643579606693
"
1,328,-118.16928832398646,"33.841737553946324
"
1,329,-118.18658481234391,"33.94246829707094
"
1,330,-117.92313170276368,"33.97327516216783
"
1,331,-118.0788302210188,"33.92772860571027
"
1,332,-118.13271903270125,"34.00101178555306
"
1,333,-117.93776886008912,"34.003322597012996
"
1,334,-118.03206828234931,"33.78983938070446
"
1,335,-118.06483915881631,"33.942019491814015
"
1,336,-118.19986190410772,"33.99374686038501
"
1,337,-118.03740157369361,"33.831027225407006
"
1,338,-118.03452943327504,"33.828444983473084
"
1,339,-118.04227458462309,"33.803027167235555
"
1,340,-118.03573705312081,"33.81114400409541
"
1,341,-117.94529665387665,"33.806906632007966
"
1,342,-118.19849268366804,"33.890613167309915
"
1,343,-117.86381127239757,"33.87161423869961
"
1,344,-118.07343989805368,"33.795083400854104
"
1,345,-117.92667749051526,"34.00447031472373
"
1,346,-118.1056571894755,"33.93390268604024
"
1,347,-118.1428621486935,"33.98263427985741
"
1,348,-118.141705776793,"33.950683586064685
"
1,349,-118.14003435346524,"33.78771214939204
"
1,350,-118.15653463556437,"33.98585988384926
"
1,351,-118.02462477246306,"33.87956195532576
"
1,352,-118.07663161709753,"33.82590646349523
"
1,353,-118.12234501997203,"33.93600887326628
"
1,354,-117.96120384993625,"33.79580459819676
"
1,355,-117.93838271459596,"33.816922421765035
"
1,356,-117.87660727803923,"33.94410525888737
"
1,357,-118.17618911110509,"33.87825629180995
"
1,358,-117.91058724655014,"33.825516505617934
"
1,359,-117.96684664162701,"33.92779283738091
"
1,360,-117.8660344013932,"33.83985105659059
"
1,361,-118.16117969753688,"33.951818939807644
"
1,362,-118.11689181598781,"33.78979578311774
"
1,363,-118.19791181405665,"33.942373988833715
"
1,364,-118.16847405507554,"33.92283419095147
"
1,365,-117.97814314734678,"33.854429951295785
"
1,366,-118.17572664591326,"33.87438081566566
"
1,367,-118.15298200042591,"34.00269566848061
"
1,368,-118.11902049881277,"33.866899022333406
"
1,369,-117.95151931575519,"33.98386082391214
"
1,370,-117.98956515209285,"33.81881298591996
"
1,371,-117.93031492253017,"33.80689637342402
"
1,372,-118.00966031766016,"33.97372545514276
"
1,373,-118.16906765971515,"33.814065532913546
"
1,374,-117.86692470571228,"33.85662615527618
"
1,375,-118.15771931641021,"33.89290282585386
"
1,376,-118.11664642944,"33.88737685729772
"
1,377,-117.9033401735144,"33.868563639428025
"
1,378,-117.97264666897794,"33.99844531710727
"
1,379,-117.93680609737581,"33.865362443268936
"
1,380,-117.88991743446556,"33.904406139769684
"
1,381,-117.86922656305656,"33.87733310093246
"
1,382,-118.01488721183458,"33.82755429772256
"
1,383,-118.21088916551382,"33.889123564757945
"
1,384,-118.16611100364,"33.80457756655554
"
1,385,-118.08505743115522,"33.987616012698304
"
1,386,-118.01265035215111,"33.96447800590316
"
1,387,-118.20298804129965,"33.87383480588219
"
1,388,-118.14868378938526,"33.90558473356661
"
1,389,-118.05119743647793,"34.00053355614684
"
1,390,-118.13042244945531,"33.9379672648856
"
1,391,-118.19799789842048,"33.813761694018126
"
1,392,-117.92882181494066,"33.956179799612606
"
1,393,-118.0001022264782,"34.00669171296721
"
1,394,-118.17392610655207,"33.950133217016536
"
1,395,-118.19834203263184,"33.821813386874226
"
1,396,-118.1293465914594,"33.89885977977383
"
1,397,-117.90753569645157,"33.92510768273401
"
1,398,-118.12949662827394,"33.859634226286055
"
1,399,-117.9625616034776,"33.793816626398815
"
1,400,-118.03607987288494,"33.872243918280816
"
1,401,-117.94861802680273,"33.866259227272316
"
1,402,-118.08527134830905,"33.86227589743812
"
1,403,-118.11585711991695,"33.9221351343589
"
1,404,-117.89333371256302,"33.98559625008525
"
1,405,-118.06520452389574,"33.84842486230042
"
1,406,-118.13484250812849,"33.84693378142488
"
1,407,-117.93432856617135,"33.905357920446335
"
1,408,-117.8800894050767,"33.96613644397493
"
1,409,-118.06545126201026,"33.98987304424644
"
1,410,-117.90003353297692,"33.84069752402183
"
1,411,-117.90605271760758,"33.830067416696096
"
1,412,-117.88177696424975,"33.94023390158031
"
1,413,-118.06467571124855,"33.961030463819974
"
1,414,-118.0622736382342,"33.830767423929096
"
1,415,-118.06180857204036,"33.91903954987718
"
1,416,-118.05970890499758,"33.994102386080165
"
1,417,-117.95824508659763,"33.79600948169609
"
1,418,-118.19808562700779,"33.831760766567285
"
1,419,-118.05386741363549,"33.89594011339068
"
1,420,-117.98213563039,"33.85585031903326
"
1,421,-118.18253771390992,"33.87941714239363
"
1,422,-118.16072493869015,"33.87328373970561
"
1,423,-118.00998321491898,"33.801640328723636
"
1,424,-117.94160202459203,"33.83174837893437
"
1,425,-117.91523984477621,"33.82106834823285
"
1,426,-117.9864899800936,"33.82183250760927
"
1,427,-118.00795157653077,"33.99232634397991
"
1,428,-118.108880031348,"33.87778236252775
"
1,429,-117.95651112106341,"33.98443246842314
"
1,430,-117.88167373345043,"33.868075961311
"
1,431,-117.86664888203465,"33.94303424989245
"
1,432,-117.90292271469752,"33.79376122596799
"
1,433,-118.00267320175305,"33.95130770351708
"
1,434,-118.16476968297499,"33.89558183339655
"
1,435,-118.02685649977188,"33.982863267720845
"
1,436,-117.87489430066023,"33.839729236224166
"
1,437,-118.05601142825698,"33.92844815083903
"
1,438,-118.09303197415313,"33.868326818647915
"
1,439,-117.99601396274112,"33.965537072990294
"
1,440,-117.95115030748579,"33.97322587862054
"
1,441,-118.10037042078731,"33.787350176169156
"
1,442,-118.14441688364745,"33.940767176217726
"
1,443,-117.96748531994818,"33.92777019502526
"
1,444,-118.02167080051521,"33.8948382761746
"
1,445,-118.18994195866738,"33.99000516358863
"
1,446,-117.9608504330973,"33.921745518467965
"
1,447,-117.88153662527084,"33.795205396255845
"
1,448,-118.15385218481573,"33.86197573237379
"
1,449,-118.18473742761527,"34.00575538441818
"
1,450,-118.1560652230382,"33.965130762348736
"
1,451,-117.96681652686966,"34.007701571103425
"
1,452,-117.91655127049695,"33.952703180666816
"
1,453,-118.11693602041375,"33.892597787473974
"
1,454,-118.08029460651167,"33.78824404977868
"
1,455,-117.98776189281077,"33.881438210739006
"
1,456,-118.12556785119808,"33.81640318877727
"
1,457,-117.95631285837386,"33.93407737316042
"
1,458,-118.1685493667416,"33.79269785578686
"
1,459,-118.13272122266663,"33.87751890045418
"
1,460,-117.86821311924965,"33.814940116153096
"
1,461,-117.95014300943977,"33.949716530333326
"
1,462,-118.07252340470721,"33.81900003064018
"
1,463,-117.95056104362641,"33.94379889968667
"
1,464,-118.19679450399968,"33.96188593833078
"
1,465,-117.92476100790724,"33.93391558016716
"
1,466,-118.11100034832678,"33.95623725142146
"
1,467,-118.05874226645517,"33.82382686536143
"
1,468,-118.08270965001496,"33.850474737660484
"
1,469,-118.15691940030187,"33.930684236491814
"
1,470,-117.97909896412192,"33.789136833798715
"
1,471,-118.20757370761386,"33.90100347395762
"
1,472,-117.89930168057383,"33.79612661138378
"
1,473,-117.97038950042122,"33.911962742324285
"
1,474,-117.99594346959717,"33.9028163562458
"
1,475,-118.13273909110475,"33.919606480398954
"
1,476,-118.15520330936491,"33.82862249713229
"
1,477,-118.18960369143684,"33.90129266523531
"
1,478,-118.09905908097056,"33.97531752752883
"
1,479,-117.8856719467518,"33.95292845713885
"
1,480,-118.06598296478103,"33.916411753123995
"
1,481,-118.00362268980383,"33.99622041374622
"
1,482,-118.07576575895997,"33.8534277276361
"
1,483,-118.18985283719601,"33.80107226796336
"
1,484,-117.86015459563393,"33.83142458120348
"
1,485,-118.05108611455316,"33.957536830843594
"
1,486,-117.93967925180435,"34.001683724659806
"
1,487,-118.02918226977054,"33.813371500487975
"
1,488,-117.93065155771647,"34.00501025930121
"
1,489,-118.17625909641448,"34.002475645738976
"
1,490,-118.1088309245174,"33.866202755226674
"
1,491,-117.91635529234252,"33.83978988556711
"
1,492,-118.10512507682424,"33.97953395871262
"
1,493,-118.17521977087803,"33.81279137812239
"
1,494,-118.10852847542698,"33.857466011086416
"
1,495,-118.02363183906748,"33.91521148745873
"
1,496,-118.0984880247208,"33.83477752575282
"
1,497,-117.95299249690619,"33.99616780160537
"
1,498,-118.04424943206419,"33.953738572506815
"
1,499,-117.87760224148553,"33.9598987109051
"
1,500,-117.90920030435456,"33.802535542770315
"
1,501,-117.94644921602759,"33.808219164428415
"
1,502,-117.8887713551408,"33.99319301524602
"
1,503,-117.91329285354566,"33.86447435514547
"
1,504,-118.03351075755448,"33.88350374742227
"
1,505,-117.94825934331662,"33.79064140041681
"
1,506,-117.91611805981515,"33.91692522167564
"
1,507,-117.94372501563431,"33.966736565175786
"
1,508,-118.1394050453715,"33.965460927307255
"
1,509,-118.19941423714074,"33.91779799233847
"
1,510,-118.07998535669269,"33.93558632432207
"
1,511,-117.94583877868877,"33.88995650439121
"
1,512,-118.03648671306946,"33.892554030861284
"
1,513,-118.16885378650393,"33.80194546196267
"
1,514,-118.18142014589793,"33.88396261329576
"
1,515,-117.97607409729308,"34.00415402831639
"
1,516,-118.20067064709558,"33.82376299782638
"
1,517,-118.03064952537707,"33.86394844079996
"
1,518,-117.92822127544146,"33.96439894107919
"
1,519,-118.17168208469845,"33.83304424072841
"
1,520,-117.90649419808068,"33.987755912713254
"
1,521,-118.00642627922007,"33.88775519422616
"
1,522,-117.88691416474161,"33.92570164166673
"
1,523,-118.1453266624887,"33.99419523871832
"
1,524,-118.08253050906488,"33.892123317456324
"
1,525,-118.02457332074408,"33.976249013402786
"
1,526,-117.90855974759955,"33.91361876643543
"
1,527,-118.0463924418574,"33.854484823608765
"
1,528,-117.96956861168925,"33.96914583016786
"
1,529,-117.91785348613601,"33.95479372284743
"
1,530,-118.16282380947068,"33.822248190560394
"
1,531,-118.07750940865795,"33.97892625804778
"
1,532,-117.94345182046771,"33.92782629431436
"
1,533,-118.17948305620007,"33.8212220946752
"
1,534,-117.89668859118504,"33.96041148830876
"
1,535,-118.21074380257954,"33.901997591618965
"
1,536,-118.12050478710462,"33.9115617738982
"
1,537,-118.02471297903172,"33.96233797220913
"
1,538,-117.91721527255548,"33.85526863857691
"
1,539,-118.13964834466078,"33.84663464360064
"
1,540,-118.12128312705586,"33.91072634371681
"
1,541,-117.93291800271642,"33.943383927035576
"
1,542,-118.19694310509449,"33.975067231071
"
1,543,-118.07264854029069,"33.932126771901984
"
1,544,-117.86302462381309,"33.81206309954919
"
1,545,-118.05138772574054,"33.93790394325744
"
1,546,-117.95218828281197,"33.83006694281169
"
1,547,-117.94289224225396,"33.95246192906842
"
1,548,-118.15744996523487,"33.871268500257386
"
1,549,-118.07089096801857,"34.00660436967901
"
1,550,-117.95777663253128,"33.862208235006
"
1,551,-118.02413985819355,"33.839139809261646
"
1,552,-117.9451174324553,"33.805596517990715
"
1,553,-117.87678588292341,"33.882915853381775
"
1,554,-117.86906590186196,"33.96032604528521
"
1,555,-117.90174509466823,"33.82731846406091
"
1,556,-117.96175724288567,"33.93837613587335
"
1,557,-117.98121922668771,"33.81229191088725
"
1,558,-118.11808982252924,"33.9475943871015
"
1,559,-117.99260496802778,"33.865125311637335
"
1,560,-117.93716068079861,"33.92690983416836
"
1,561,-118.02832252501368,"33.79447529717683
"
1,562,-118.14900254567917,"33.799493086646265
"
1,563,-118.08040994059239,"33.94422352939508
"
1,564,-118.079983881198,"33.83682724626524
"
1,565,-118.08267708215271,"33.8812387300664
"
1,566,-118.02499925066614,"33.851968303248974
"
1,567,-117.87469015531941,"33.89688801478947
"
1,568,-118.08409060538463,"33.93905416698629
"
1,569,-118.03881124512257,"33.9197108584499
"
1,570,-118.0330781626216,"33.90667220232339
"
1,571,-117.88886469890764,"33.87948466678816
"
1,572,-118.19346158063183,"33.85456159840715
"
1,573,-118.06323797912925,"33.90647956257896
"
1,574,-118.06272144387795,"33.79404337335012
"
1,575,-117.9618541920967,"33.81161502098582
"
1,576,-118.04344862520549,"33.79619118507133
"
1,577,-117.94784154668605,"33.919235320007346
"
1,578,-117.99976118160579,"33.92332104649321
"
1,579,-117.96746775285482,"34.005209430075006
"
1,580,-117.89592139358076,"33.868127013325164
"
1,581,-117.94473035273565,"33.969542972090295
"
1,582,-118.14276597707875,"33.93218939078152
"
