"longitude"|"latitude"
-118.5017166|33.7223182
-118.5017166|33.7223182
-118.5017166|33.7223182
-118.5017166|33.7223182
-118.5017166|33.7223182
-118.5017166|33.7223182
-118.5017166|33.7223182
-118.5017166|33.7223182
-118.5017166|33.7223182
-118.5017166|33.7223182
-118.5017166|33.7223182
-118.5017166|33.7223182
-118.5017166|33.7223182
-118.5017166|33.7223182
-118.5017166|33.7223182
-118.4998028|33.7223306
-118.4998028|33.7223306
-118.4998028|33.7223306
-118.5020479|33.7223307
-118.5017599|33.7223407
-118.4969321|33.7223491
-118.4962942|33.7223532
-118.4962942|33.7223532
-118.4962942|33.7223532
-118.4962942|33.7223532
-118.4962942|33.7223532
-118.4962942|33.7223532
-118.4962942|33.7223532
-118.5018351|33.7223624
-118.5018543|33.7223635
-118.5039774|33.7223654
-118.5016383|33.7223661
-118.4540372|33.722367899999995
-118.5015284|33.7223689
-118.50094849999999|33.7223754
-118.50094849999999|33.7223754
-118.5018688|33.722386
-118.50238590000001|33.722397199999996
-118.5019314|33.722400199999996
-118.5016871|33.7224066
-118.5017236|33.7224238
-118.5016749|33.7224267
-118.5017123|33.7224374
-118.50171399999999|33.7224382
-118.5020496|33.7224403
-118.50169149999999|33.7224403
-118.4998443|33.722442799999996
-118.50153710000001|33.7224496
-118.5018283|33.7224503
-118.5018353|33.722452
-118.5009682|33.7224521
-118.5009682|33.7224521
-118.5009682|33.7224521
-118.453923|33.7224527
-118.5016927|33.7224569
-118.5014924|33.7224572
-118.4998466|33.7224648
-118.5021327|33.7224648
-118.5017028|33.7224675
-118.5016065|33.7224858
-118.5023992|33.7224875
-118.5004561|33.7225001
-118.5004561|33.7225001
-118.50161|33.722501799999996
-118.5028464|33.7225146
-118.5020145|33.7225303
-118.5014491|33.7225354
-118.5018407|33.7225359
-118.5018693|33.7225403
-118.456738|33.7225432
-118.5045093|33.7225473
-118.5016206|33.722551599999996
-118.4987323|33.7225564
-118.5019997|33.7225653
-118.5010258|33.7225761
-118.4996325|33.7225775
-118.4999493|33.722578
-118.5007651|33.7225812
-118.500765|33.7225812
-118.5011815|33.7225834
-118.5013085|33.7225849
-118.5044097|33.722586299999996
-118.5044024|33.7225878
-118.5015763|33.7225916
-118.5012327|33.7225932
-118.5012327|33.7225932
-118.501571|33.7225934
-118.5012309|33.722595999999996
-118.5000814|33.722597
-118.5042641|33.7226043
-118.5015751|33.7226058
-118.5012887|33.722609899999995
-118.501291|33.7226103
-118.5012909|33.7226105
-118.5043019|33.7226146
-118.5012909|33.7226153
-118.5014612|33.7226176
-118.456462|33.722619099999996
-118.5044195|33.7226229
-118.504416|33.722623399999996
-118.504417|33.7226235
-118.5043981|33.7226244
-118.5015618|33.7226457
-118.5001686|33.7226469
-118.5020584|33.7226603
-118.4999359|33.722665899999996
-118.4982079|33.722667
-118.4982079|33.722667
-118.4982079|33.722667
-118.5039161|33.722668999999996
-118.4995717|33.7226722
-118.5000034|33.7226731
-118.5040367|33.7226761
-118.5022657|33.7226894
-118.5002245|33.7226922
-118.5014092|33.722696299999996
-118.45417929999999|33.722700599999996
-118.4534664|33.7227013
-118.4557349|33.7227013
-118.5026955|33.7227022
-118.4557214|33.7227057
-118.4997105|33.7227058
-118.5042268|33.722725
-118.501138|33.7227253
-118.5008732|33.7227264
-118.5015747|33.7227266
-118.5010256|33.722729199999996
-118.5022548|33.7227317
-118.5011365|33.7227364
-118.5020217|33.7227372
-118.5022634|33.7227379
-118.5020142|33.7227384
-118.5041401|33.722739399999995
-118.5020187|33.7227405
-118.45358|33.722740699999996
-118.5016542|33.7227408
-118.5015701|33.7227426
-118.5015701|33.7227426
-118.5001968|33.7227445
-118.5020559|33.7227447
-118.5020535|33.7227488
-118.50205270000001|33.7227543
-118.5020157|33.7227561
-118.5016805|33.7227647
-118.502221|33.722766899999996
-118.5022086|33.7227694
-118.4996518|33.7227718
-118.50089679999999|33.7227721
-118.5013505|33.722773
-118.4571249|33.722773
-118.5013527|33.722774199999996
-118.5018251|33.7227771
-118.5040788|33.722777199999996
-118.5040574|33.7227789
-118.5040574|33.7227789
-118.5008959|33.7227825
-118.4991589|33.7227859
-118.5020214|33.7227878
-118.5020621|33.7227885
-118.50257859999999|33.7227919
-118.5018602|33.722802
-118.5040446|33.722806
-118.5020353|33.722806399999996
-118.4565386|33.7228117
-118.4549735|33.7228331
-118.5039137|33.7228335
-118.5039091|33.7228345
-118.4999368|33.7228474
-118.5020827|33.7228488
-118.5021689|33.7228516
-118.5021268|33.7228549
-118.5021352|33.7228596
-118.5018398|33.722868
-118.5017834|33.7228709
-118.5017478|33.722879999999996
-118.5005487|33.722897599999996
-118.4993273|33.7229011
-118.5005113|33.722904899999996
-118.50479490000001|33.722906099999996
-118.5020566|33.7229068
-118.4544723|33.722910399999996
-118.456566|33.7229107
-118.4565649|33.722910999999996
-118.4999157|33.7229111
-118.45656579999999|33.722911499999995
-118.50200770000001|33.7229125
-118.4565644|33.722912799999996
-118.4565662|33.722913
-118.5005086|33.7229317
-118.5005023|33.7229346
-118.5004872|33.722935299999996
-118.5005023|33.7229393
-118.500483|33.7229404
-118.5004966|33.7229435
-118.5004944|33.7229441
-118.4562471|33.722947
-118.4575029|33.7229525
-118.5048669|33.7229604
-118.4551073|33.7229665
-118.4562715|33.7229674
-118.5020095|33.7229691
-118.4563069|33.7229719
-118.4548816|33.7229737
-118.5013399|33.722982599999995
-118.4555879|33.722984
-118.4996443|33.7229975
-118.5000678|33.7229976
-118.4537083|33.7230066
-118.4548898|33.7230188
-118.4548884|33.7230191
-118.4548884|33.7230199
-118.5019274|33.7230212
-118.5005529|33.7230225
-118.5020746|33.7230359
-118.4997154|33.723037399999996
-118.4997309|33.7230457
-118.49985530000001|33.7230519
-118.4544951|33.7230582
-118.4991325|33.7230625
-118.5003382|33.7230626
-118.4997322|33.7230652
-118.504921|33.7230669
-118.5017008|33.7230729
-118.5048679|33.723078099999995
-118.5008547|33.7230866
-118.505023|33.723092
-118.5039656|33.7230968
-118.499567|33.723098199999995
-118.5049408|33.7231079
-118.5050105|33.723112199999996
-118.5014196|33.723145099999996
-118.5015334|33.7231558
-118.5015563|33.7231668
-118.5014554|33.7231673
-118.5014608|33.7231674
-118.4559825|33.7231716
-118.5051713|33.7231719
-118.5014909|33.723179099999996
-118.5049707|33.723185099999995
-118.5016067|33.7231877
-118.5013218|33.7231917
-118.5014856|33.7231948
-118.456414|33.7231974
-118.5005231|33.723214399999996
-118.5014786|33.7232148
-118.4994774|33.723217
-118.5012289|33.7232194
-118.4565796|33.723222199999995
-118.4996571|33.723224599999995
-118.5017778|33.7232254
-118.5050253|33.7232275
-118.456846|33.723239899999996
-118.5012463|33.7232469
-118.5021018|33.7232469
-118.5000446|33.723247799999996
-118.4536691|33.7232554
-118.4552238|33.7232561
-118.4996467|33.7232568
-118.5001025|33.7232929
-118.4565351|33.7232948
-118.453632|33.7232978
-118.50191530000001|33.7233181
-118.501202|33.7233199
-118.4571939|33.7233231
-118.4571964|33.7233234
-118.4571887|33.7233254
-118.501796|33.7233263
-118.4533503|33.723334699999995
-118.5019453|33.72334
-118.5019453|33.72334
-118.4555045|33.7233483
-118.452626|33.7233543
-118.5001699|33.7233655
-118.4524858|33.7233696
-118.456616|33.7233698
-118.4524722|33.7233711
-118.4524846|33.723376099999996
-118.5008602|33.7233839
-118.5008608|33.7233842
-118.5010268|33.7233849
-118.4566316|33.7233869
-118.5053602|33.7233891
-118.4525089|33.7233916
-118.4992557|33.7233922
-118.5049225|33.7233932
-118.5049286|33.7234027
-118.454419|33.7234036
-118.5041692|33.7234123
-118.5004032|33.7234127
-118.4999579|33.7234155
-118.5040483|33.7234169
-118.4554526|33.7234186
-118.4571966|33.7234243
-118.4554216|33.723433799999995
-118.50485570000001|33.7234344
-118.50485570000001|33.7234344
-118.501926|33.723438699999996
-118.5019199|33.7234476
-118.4543887|33.7234526
-118.5049755|33.723456399999996
-118.4563571|33.7234571
-118.4985585|33.7234624
-118.4993556|33.7234646
-118.4994969|33.723465
-118.4520859|33.7234656
-118.4984425|33.7234782
-118.5019751|33.7234796
-118.4543535|33.723489
-118.4987381|33.7234936
-118.5009037|33.7234945
-118.4996462|33.7234963
-118.500897|33.723497099999996
-118.500897|33.723497099999996
-118.5017745|33.7235005
-118.5019674|33.723509
-118.5008829|33.7235124
-118.4996544|33.7235179
-118.50083|33.7235322
-118.5010307|33.723534799999996
-118.5050602|33.7235548
-118.45725350000001|33.7235563
-118.45725350000001|33.7235563
-118.4997798|33.7235598
-118.4570899|33.7235611
-118.5041754|33.723564499999995
-118.5054328|33.723570099999996
-118.5008967|33.723571
-118.5008989|33.7235716
-118.5033138|33.723571899999996
-118.5008963|33.723572499999996
-118.5009021|33.7235727
-118.5017885|33.7235773
-118.5038236|33.7235831
-118.5038149|33.7235836
-118.5043553|33.7235857
-118.5043553|33.7235857
-118.5001747|33.723587699999996
-118.5038064|33.7235898
-118.5004953|33.7235921
-118.5013831|33.723602299999996
-118.5054828|33.723604099999996
-118.5016643|33.723610199999996
-118.5000933|33.723621699999995
-118.5001664|33.7236276
-118.5007597|33.7236288
-118.5043235|33.7236314
-118.4556075|33.7236322
-118.4556077|33.7236328
-118.4542154|33.7236348
-118.4998028|33.723635
-118.5048694|33.7236377
-118.5050049|33.7236379
-118.4988459|33.723641099999995
-118.4984351|33.7236429
-118.4481664|33.7236439
-118.4982079|33.7236453
-118.4982079|33.7236453
-118.4982079|33.7236453
-118.5048591|33.7236496
-118.501478|33.7236583
-118.5004177|33.723659
-118.4545643|33.7236591
-118.5014747|33.7236602
-118.5018132|33.723661
-118.501472|33.723661299999996
-118.500178|33.7236657
-118.5001813|33.7236672
-118.5001961|33.7236677
-118.500193|33.7236678
-118.5001907|33.7236678
-118.50018850000001|33.7236689
-118.5001928|33.7236699
-118.5013788|33.72367
-118.5001878|33.7236706
-118.4983245|33.7236709
-118.500139|33.7236712
-118.5001877|33.723671599999996
-118.5001871|33.723672
-118.5001871|33.723672
-118.5014068|33.723672199999996
-118.5014748|33.7236723
-118.5002011|33.7236731
-118.5002011|33.7236735
-118.5001907|33.7236743
-118.5001982|33.7236762
-118.500174|33.7236766
-118.5014945|33.723678
-118.5013981|33.7236781
-118.45279239999999|33.7236796
-118.498936|33.7236798
-118.500173|33.7236803
-118.5039553|33.7236805
-118.5013765|33.7236817
-118.5014875|33.723682
-118.5001909|33.7236836
-118.5001865|33.723683699999995
-118.5001878|33.7236847
-118.5001736|33.7236858
-118.5001875|33.7236858
-118.4555934|33.723714099999995
-118.4555975|33.7237186
-118.4555975|33.7237186
-118.45559539999999|33.72372
-118.4560961|33.723725699999996
-118.5001286|33.7237301
-118.5020086|33.7237321
-118.4569131|33.7237345
-118.5001331|33.7237345
-118.4511538|33.723739699999996
-118.4568981|33.72374
-118.500108|33.7237467
-118.5044166|33.7237477
-118.5001103|33.7237492
-118.505796|33.7237517
-118.5001209|33.723753099999996
-118.4996605|33.7237556
-118.5001228|33.7237585
-118.45689899999999|33.7237711
-118.4513957|33.7237795
-118.5010683|33.7237796
-118.5010563|33.7237821
-118.5034082|33.7237927
-118.457339|33.7237946
-118.503422|33.7237967
-118.5044429|33.7237977
-118.4984138|33.723802899999995
-118.50017629999999|33.7238032
-118.4566503|33.7238059
-118.5040974|33.7238074
-118.500182|33.7238079
-118.5043976|33.7238106
-118.5012364|33.723813899999996
-118.4573083|33.7238183
-118.4573083|33.7238183
-118.5002959|33.7238237
-118.4979791|33.7238245
-118.500332|33.723830899999996
-118.5033378|33.7238339
-118.4558115|33.7238344
-118.4524521|33.7238407
-118.4988659|33.723843
-118.50097769999999|33.7238466
-118.5037884|33.723849099999995
-118.4527648|33.723863099999996
-118.5053926|33.723877099999996
-118.5042103|33.7238809
-118.4563718|33.7238813
-118.5042135|33.7238817
-118.4989182|33.7238827
-118.5042117|33.7238828
-118.5042124|33.7238854
-118.5051539|33.723889799999995
-118.5049281|33.7238932
-118.499562|33.7238936
-118.4986286|33.7238959
-118.5053777|33.7238992
-118.50086160000001|33.7239004
-118.4517761|33.723903299999996
-118.4517734|33.7239043
-118.451718|33.7239053
-118.5008735|33.723906899999996
-118.5007983|33.723907
-118.5044447|33.7239071
-118.4516881|33.7239086
-118.504153|33.7239095
-118.500868|33.723911099999995
-118.5008098|33.7239126
-118.5008749|33.7239149
-118.5008696|33.7239169
-118.5008639|33.7239182
-118.50082|33.7239187
-118.5037817|33.723921499999996
-118.5005418|33.7239255
-118.5008441|33.7239256
-118.4559548|33.7239265
-118.50084939999999|33.7239265
-118.4559591|33.723926899999995
-118.5008469|33.7239273
-118.5008389|33.723928199999996
-118.5033507|33.7239287
-118.5008102|33.723933699999996
-118.5008109|33.723934899999996
-118.5008148|33.723941599999996
-118.5008136|33.7239418
-118.4515367|33.7239465
-118.4562912|33.7239475
-118.5037579|33.7239521
-118.4388987|33.7239552
-118.5001217|33.7239558
-118.5044998|33.72396
-118.4982079|33.723971399999996
-118.4982079|33.723971399999996
-118.4982079|33.723971399999996
-118.4982079|33.723971399999996
-118.4516011|33.7239728
-118.4991918|33.7239755
-118.4991966|33.7239764
-118.4991906|33.7239767
-118.4998239|33.7239804
-118.5007177|33.7239869
-118.5032551|33.723987
-118.4554206|33.723987799999996
-118.5007311|33.7239886
-118.5007004|33.723988899999995
-118.4520303|33.723991399999996
-118.4553018|33.723996799999995
-118.5032232|33.7240017
-118.499177|33.7240045
-118.4989188|33.724004799999996
-118.4528156|33.7240061
-118.5007129|33.724009099999996
-118.4532367|33.7240098
-118.5006606|33.7240099
-118.5006628|33.7240146
-118.5006927|33.724020599999996
-118.4514465|33.7240228
-118.5058829|33.7240259
-118.4484247|33.7240265
-118.451456|33.7240348
-118.5006407|33.724036999999996
-118.5044262|33.7240392
-118.4485058|33.72404
-118.5035922|33.724042
-118.5058561|33.7240469
-118.5020065|33.7240479
-118.500615|33.7240489
-118.4997969|33.724049799999996
-118.4484739|33.7240546
-118.4992586|33.7240567
-118.4990942|33.7240574
-118.5041311|33.7240652
-118.4993487|33.7240677
-118.4994089|33.724071099999996
-118.4994185|33.7240732
-118.4484901|33.724075299999996
-118.4993452|33.7240764
-118.4994001|33.7240782
-118.50168479999999|33.7240786
-118.4992966|33.7240791
-118.5030892|33.7240815
-118.4993036|33.724083
-118.5006462|33.7240852
-118.4995181|33.7240915
-118.5003525|33.7240917
-118.4992483|33.7240921
-118.4994619|33.7240926
-118.499416|33.7240938
-118.4993871|33.724094
-118.4993884|33.724094799999996
-118.503682|33.7241046
-118.4992093|33.7241089
-118.5035737|33.7241097
-118.5032857|33.7241102
-118.5033442|33.7241166
-118.5034568|33.724117199999995
-118.4991151|33.7241224
-118.5003305|33.7241248
-118.4994504|33.7241308
-118.5034469|33.724131799999995
-118.5004938|33.7241362
-118.5051695|33.7241399
-118.4991652|33.7241437
-118.5050061|33.724147099999996
-118.4990904|33.724147599999995
-118.4603814|33.7241514
-118.49909099999999|33.7241528
-118.500366|33.724153799999996
-118.5045512|33.724155599999996
-118.5035442|33.7241601
-118.5033343|33.7241608
-118.5034961|33.724161699999996
-118.504101|33.724166
-118.5034459|33.7241662
-118.504011|33.7241758
-118.5045906|33.72418
-118.4985892|33.7241844
-118.5036142|33.724186599999996
-118.5038482|33.724186599999996
-118.4480746|33.7241869
-118.5039049|33.724188
-118.45213269999999|33.7241903
-118.4991697|33.7241964
-118.5035012|33.7241995
-118.5035021|33.7242104
-118.4990184|33.7242113
-118.4508992|33.7242156
-118.5049653|33.7242168
-118.5038983|33.7242198
-118.5036633|33.724222
-118.5004619|33.724224899999996
-118.4988539|33.7242296
-118.5004328|33.7242332
-118.5052994|33.724233399999996
-118.5036633|33.7242347
-118.4493677|33.7242366
-118.4981914|33.724237
-118.5004323|33.7242374
-118.5004279|33.724239999999995
-118.4561379|33.7242402
-118.5004375|33.7242408
-118.5043143|33.7242412
-118.4987279|33.724241299999996
-118.4989467|33.724245499999995
-118.4494389|33.7242466
-118.4989025|33.7242466
-118.500427|33.7242473
-118.4981653|33.7242482
-118.4369799|33.7242505
-118.5052922|33.7242611
-118.5026736|33.7242686
-118.5003278|33.724269299999996
-118.5003278|33.7242694
-118.5003289|33.7242709
-118.5001285|33.7242715
-118.4988622|33.7242729
-118.5003298|33.724273
-118.4510228|33.7242743
-118.4510228|33.7242743
-118.4981744|33.724275899999995
-118.498895|33.724275999999996
-118.4994925|33.7242763
-118.4988982|33.7242808
-118.4491919|33.724282099999996
-118.4998494|33.7242903
-118.4989096|33.7242934
-118.498908|33.7242947
-118.4997584|33.7242992
-118.49895|33.724305199999996
-118.4993109|33.7243056
-118.4506678|33.724306299999995
-118.4998965|33.7243105
-118.4989001|33.7243139
-118.5042935|33.7243164
-118.4988862|33.7243166
-118.4998924|33.7243177
-118.4999912|33.7243177
-118.4999931|33.724317899999996
-118.5050878|33.7243199
-118.499872|33.7243271
-118.5052506|33.7243285
-118.5048108|33.7243287
-118.4998661|33.7243317
-118.499327|33.7243323
-118.4988578|33.7243335
-118.49986|33.7243346
-118.4988547|33.72434
-118.5000462|33.7243406
-118.505245|33.7243406
-118.5048549|33.724349
-118.4532151|33.7243522
-118.503997|33.724355599999996
-118.4532151|33.7243565
-118.4532151|33.7243565
-118.5052385|33.7243566
-118.505322|33.72436
-118.50519919999999|33.7243641
-118.5052396|33.7243685
-118.5000451|33.7243721
-118.5000407|33.7243724
-118.5052292|33.7243728
-118.50038789999999|33.7243767
-118.4981837|33.7243771
-118.5003629|33.7243798
-118.4531016|33.7243816
-118.5000549|33.724393299999996
-118.5053058|33.7243961
-118.4999259|33.724399
-118.500379|33.7244022
-118.5052957|33.7244063
-118.5052879|33.7244065
-118.4988946|33.7244087
-118.4399256|33.7244089
-118.5042704|33.7244089
-118.4554988|33.7244143
-118.4988005|33.724415199999996
-118.5046852|33.7244159
-118.4555104|33.7244177
-118.4388751|33.724422
-118.4989994|33.7244222
-118.5002774|33.7244235
-118.4522514|33.7244261
-118.5004087|33.724426199999996
-118.4411404|33.7244295
-118.4522218|33.7244338
-118.4554159|33.724435799999995
-118.4989889|33.7244388
-118.4989979|33.7244464
-118.4989979|33.7244464
-118.4989899|33.7244482
-118.4990313|33.724458999999996
-118.4556458|33.7244666
-118.4987445|33.7244725
-118.4987445|33.7244725
-118.5041257|33.7244726
-118.4987385|33.7244767
-118.4990124|33.7244786
-118.4987428|33.7244842
-118.4409653|33.7244859
-118.4990114|33.7244903
-118.4997588|33.724503299999995
-118.4409351|33.7245066
-118.4994348|33.7245081
-118.4991302|33.724511299999996
-118.4410173|33.7245152
-118.5135204|33.7245245
-118.4993118|33.7245331
-118.4486266|33.7245343
-118.4984637|33.724534899999995
-118.4409453|33.7245468
-118.499261|33.7245479
-118.4486245|33.7245498
-118.4486245|33.7245498
-118.4558122|33.7245504
-118.4486172|33.7245525
-118.4486185|33.724554
-118.4558624|33.7245639
-118.4404841|33.7245698
-118.4559355|33.7245728
-118.4983752|33.7245773
-118.455844|33.7245815
-118.4985439|33.7245817
-118.4994099|33.7245821
-118.5044162|33.7245888
-118.4506036|33.724604299999996
-118.4983321|33.724605499999996
-118.4983288|33.7246075
-118.5001217|33.7246112
-118.4998028|33.7246133
-118.4998028|33.7246133
-118.4365435|33.7246137
-118.4991648|33.7246174
-118.4991648|33.7246174
-118.4982926|33.7246276
-118.4992418|33.724640199999996
-118.4487283|33.724649899999996
-118.4487283|33.724649899999996
-118.4991633|33.7246543
-118.4487283|33.7246551
-118.4487283|33.7246551
-118.4487283|33.7246551
-118.4486213|33.7246552
-118.448654|33.7246567
-118.4486964|33.7246567
-118.4487278|33.7246594
-118.4487278|33.7246594
-118.4489553|33.7246611
-118.4487251|33.7246619
-118.4986906|33.724665
-118.4518428|33.724665099999996
-118.4991319|33.7246664
-118.4563572|33.7246677
-118.4508286|33.724669399999996
-118.4987285|33.724670599999996
-118.4982582|33.724671
-118.4992873|33.7246819
-118.4982783|33.724683
-118.4982735|33.7246859
-118.4982262|33.7246898
-118.4507784|33.7246923
-118.4982757|33.7247084
-118.4562858|33.724726499999996
-118.4489535|33.7247301
-118.4518136|33.7247315
-118.4983501|33.7247416
-118.4981788|33.7247432
-118.4983596|33.724746599999996
-118.49923|33.7247511
-118.5017309|33.7247514
-118.4984096|33.7247519
-118.4981922|33.7247584
-118.498749|33.7247585
-118.4490658|33.7247589
-118.5017357|33.7247614
-118.4562872|33.7247622
-118.4563335|33.7247631
-118.5016543|33.724766699999996
-118.5017059|33.7247671
-118.5016554|33.7247686
-118.5016542|33.7247689
-118.5016693|33.7247692
-118.4502577|33.7247799
-118.4363244|33.7247828
-118.456323|33.7247844
-118.4992731|33.7247857
-118.4505171|33.7247892
-118.4562674|33.724791599999996
-118.4522353|33.7247933
-118.4505004|33.7247969
-118.456813|33.7247993
-118.5002588|33.724801899999996
-118.4489848|33.7248039
-118.4522343|33.7248043
-118.4490264|33.7248048
-118.4519741|33.7248053
-118.4508701|33.7248081
-118.4565071|33.724808499999995
-118.4514847|33.7248099
-118.4522247|33.7248127
-118.4522244|33.724813499999996
-118.4987028|33.724813999999995
-118.4987527|33.724815299999996
-118.4522217|33.7248166
-118.4514678|33.7248174
-118.4514923|33.724823
-118.4489668|33.7248284
-118.4520878|33.7248297
-118.4515562|33.7248316
-118.4578419|33.7248336
-118.4489293|33.724835299999995
-118.4991984|33.724837199999996
-118.504235|33.724838
-118.4566061|33.7248383
-118.451649|33.724838899999995
-118.45661079999999|33.7248403
-118.4987453|33.7248405
-118.5019493|33.7248417
-118.45165539999999|33.7248435
-118.448857|33.724846
-118.4400047|33.7248478
-118.4458205|33.7248507
-118.5017268|33.7248509
-118.4486005|33.724851099999995
-118.4519653|33.7248515
-118.4375852|33.7248528
-118.5006733|33.7248533
-118.5008093|33.7248574
-118.440278|33.7248715
-118.4530715|33.7248722
-118.4489537|33.724873
-118.498726|33.724878
-118.4485979|33.724879
-118.4487906|33.7248814
-118.4485758|33.7248857
-118.4517312|33.724886
-118.4486198|33.724888299999996
-118.4566054|33.7248902
-118.4561984|33.7248926
-118.4485723|33.7248958
-118.44857089999999|33.7248963
-118.456582|33.7249012
-118.4495213|33.7249023
-118.4575711|33.7249045
-118.5008724|33.7249088
-118.4992952|33.724911399999996
-118.498477|33.724913
-118.4514849|33.7249134
-118.4991773|33.724915599999996
-118.5017166|33.724927
-118.5017166|33.724927
-118.5017166|33.724927
-118.5017166|33.724927
-118.5017166|33.724927
-118.5017166|33.724927
-118.5017166|33.724927
-118.5017166|33.724927
-118.5017166|33.724927
-118.4413097|33.7249303
-118.5009397|33.7249317
-118.5009007|33.7249336
-118.50088|33.7249371
-118.49948380000001|33.7249414
-118.4992474|33.7249414
-118.4579783|33.7249446
-118.5008674|33.7249463
-118.4985269|33.7249476
-118.4993364|33.7249476
-118.497889|33.7249517
-118.4992622|33.7249586
-118.4530563|33.7249604
-118.44046349999999|33.724963699999996
-118.5009051|33.7249663
-118.4514638|33.724966699999996
-118.4476954|33.7249708
-118.451126|33.724975099999995
-118.4421008|33.7249834
-118.500808|33.7249979
-118.4992292|33.7250114
-118.4993376|33.7250145
-118.501038|33.7250157
-118.448985|33.7250258
-118.5007497|33.7250264
-118.4989438|33.7250285
-118.4994733|33.7250307
-118.4994749|33.7250349
